engine_id,cycle,op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21
1,55,20.0007,0.7,100.0,491.19,607.95,1476.74,1254.03,9.35,13.66,334.3,2323.92,8713.67,1.08,44.5,314.94,2388.06,8045.72,9.2432,0.02,366,2324,100.0,24.49,14.7589
1,56,20.0038,0.7015,100.0,491.19,607.75,1488.98,1246.5,9.35,13.66,334.08,2323.94,8705.85,1.08,44.33,315.09,2388.06,8050.14,9.2217,0.02,366,2324,100.0,24.43,14.6111
1,57,42.0022,0.84,100.0,445.0,549.36,1353.76,1122.4,3.91,5.71,138.25,2211.61,8316.89,1.02,42.06,130.57,2387.72,8070.06,9.3665,0.02,333,2212,100.0,10.35,6.2675
1,58,0.0011,0.0,100.0,518.67,642.45,1595.09,1408.44,14.62,21.61,553.19,2388.2,9042.64,1.3,47.49,521.46,2388.13,8124.38,8.4304,0.03,394,2388,100.0,38.86,23.291
1,59,9.9997,0.25,100.0,489.05,604.55,1502.13,1306.9,10.52,15.49,394.03,2318.91,8767.57,1.26,45.37,371.65,2388.16,8110.72,8.6652,0.03,368,2319,100.0,28.53,17.0247
1,60,19.9997,0.7016,100.0,491.19,607.4,1488.52,1254.92,9.35,13.66,333.56,2323.91,8714.55,1.08,44.46,314.6,2388.11,8048.59,9.2013,0.02,365,2324,100.0,24.51,14.7853
1,61,25.0041,0.62,60.0,462.54,536.71,1262.12,1047.37,7.05,9.03,174.76,1915.16,8002.28,0.94,36.88,164.58,2028.01,7866.37,10.907,0.02,309,1915,84.93,14.27,8.5651
1,62,34.9982,0.841,100.0,449.44,555.53,1360.54,1130.97,5.48,8.0,194.2,2222.72,8342.63,1.02,41.98,182.82,2387.8,8054.77,9.3971,0.02,335,2223,100.0,14.79,8.8707
1,63,24.9992,0.62,60.0,462.54,536.5,1261.94,1049.71,7.05,9.03,175.77,1915.22,8000.7,0.94,36.73,164.95,2028.06,7865.28,10.8911,0.02,307,1915,84.93,14.29,8.6163
1,64,10.0067,0.2506,100.0,489.05,605.16,1505.83,1312.38,10.52,15.49,395.09,2318.99,8765.03,1.26,45.39,371.76,2388.15,8118.48,8.662,0.03,369,2319,100.0,28.34,17.122
1,65,35.003,0.8419,100.0,449.44,555.82,1363.95,1131.79,5.48,8.0,193.79,2222.71,8338.75,1.02,41.82,183.34,2387.83,8054.84,9.3716,0.02,333,2223,100.0,14.86,8.9551
1,66,35.007,0.8419,100.0,449.44,555.33,1368.0,1126.84,5.48,8.0,193.77,2222.74,8339.04,1.02,41.85,183.25,2387.84,8055.62,9.3309,0.02,333,2223,100.0,14.83,8.9278
1,67,20.0035,0.7015,100.0,491.19,607.19,1488.78,1252.82,9.35,13.66,334.3,2323.95,8706.16,1.08,44.31,315.13,2388.02,8049.95,9.2748,0.02,364,2324,100.0,24.4,14.686
1,68,10.0061,0.25,100.0,489.05,604.46,1500.01,1312.92,10.52,15.49,394.32,2318.97,8768.44,1.26,45.57,371.6,2388.19,8119.28,8.6553,0.03,368,2319,100.0,28.47,17.0426
1,69,20.0025,0.7001,100.0,491.19,607.66,1479.55,1253.71,9.35,13.66,334.74,2323.93,8712.63,1.08,44.25,314.41,2388.06,8048.54,9.2548,0.02,366,2324,100.0,24.49,14.6875
1,70,10.0051,0.25,100.0,489.05,605.09,1497.45,1309.61,10.52,15.49,394.2,2318.94,8774.0,1.26,45.51,371.33,2388.16,8118.22,8.6361,0.03,371,2319,100.0,28.68,17.0913
1,71,25.0077,0.6201,60.0,462.54,536.25,1257.01,1048.55,7.05,9.02,175.36,1915.14,8000.86,0.94,36.74,164.54,2028.01,7859.5,10.9089,0.02,307,1915,84.93,14.22,8.7064
1,72,10.0007,0.25,100.0,489.05,604.82,1500.6,1314.49,10.52,15.5,394.46,2318.99,8765.25,1.26,45.52,371.77,2388.13,8116.78,8.6587,0.03,371,2319,100.0,28.57,17.0045
1,73,42.0071,0.84,100.0,445.0,550.05,1346.88,1129.33,3.91,5.72,139.02,2211.7,8305.18,1.02,42.04,130.9,2387.67,8076.73,9.3602,0.02,332,2212,100.0,10.73,6.3238
1,74,34.9996,0.84,100.0,449.44,556.0,1364.61,1127.79,5.48,8.0,193.89,2222.76,8339.88,1.02,41.96,182.83,2387.8,8058.15,9.3089,0.02,334,2223,100.0,14.92,8.9684
1,75,25.0076,0.62,60.0,462.54,536.44,1260.34,1054.2,7.05,9.02,175.63,1915.16,8004.69,0.94,36.64,164.69,2028.07,7863.44,10.9096,0.02,308,1915,84.93,14.38,8.5317
1,76,42.0047,0.8419,100.0,445.0,549.68,1356.07,1129.79,3.91,5.71,138.01,2211.67,8313.57,1.02,42.23,130.96,2387.76,8079.84,9.3894,0.02,332,2212,100.0,10.84,6.2527
1,77,20.0052,0.701,100.0,491.19,607.98,1481.71,1255.6,9.35,13.66,334.18,2323.94,8712.7,1.08,44.54,314.18,2388.09,8048.86,9.2126,0.02,365,2324,100.0,24.35,14.7149
1,78,42.0059,0.8403,100.0,445.0,549.45,1356.13,1124.32,3.91,5.71,138.12,2211.66,8314.14,1.02,42.16,130.78,2387.78,8072.77,9.3813,0.02,332,2212,100.0,10.78,6.2444
1,79,42.0006,0.84,100.0,445.0,549.78,1350.95,1118.27,3.91,5.71,138.6,2211.65,8305.4,1.02,42.11,130.33,2387.68,8069.02,9.3566,0.02,331,2212,100.0,10.49,6.2865
1,80,34.9995,0.8419,100.0,449.44,555.41,1374.89,1123.88,5.48,8.0,193.78,2222.73,8347.1,1.02,41.93,182.74,2387.86,8055.67,9.3022,0.02,334,2223,100.0,14.59,8.8761
1,81,42.0048,0.84,100.0,445.0,549.77,1347.55,1122.35,3.91,5.71,138.81,2211.64,8314.27,1.02,42.23,130.21,2387.69,8072.2,9.3837,0.02,331,2212,100.0,10.39,6.344
1,82,10.0006,0.2509,100.0,489.05,604.68,1496.21,1315.22,10.52,15.5,393.97,2318.91,8762.94,1.26,45.42,371.69,2388.17,8118.75,8.6433,0.03,370,2319,100.0,28.52,17.1232
1,83,24.9984,0.6215,60.0,462.54,536.87,1260.5,1045.0,7.05,9.03,175.55,1915.11,7999.06,0.94,36.9,164.32,2028.02,7862.04,10.8864,0.02,308,1915,84.93,14.37,8.5475
1,84,20.0005,0.7,100.0,491.19,607.56,1483.13,1255.58,9.35,13.66,334.61,2323.98,8715.64,1.08,44.55,314.95,2387.99,8053.52,9.2409,0.02,366,2324,100.0,24.48,14.5669
1,85,35.0064,0.8405,100.0,449.44,555.62,1361.74,1123.93,5.48,8.0,194.31,2222.81,8339.52,1.02,42.12,183.21,2387.87,8062.63,9.3374,0.02,333,2223,100.0,14.75,8.9654
1,86,25.0017,0.6217,60.0,462.54,536.35,1257.52,1044.05,7.05,9.03,174.84,1915.19,8001.14,0.94,36.92,164.75,2028.05,7864.72,10.9256,0.02,307,1915,84.93,14.24,8.6281
1,87,41.9994,0.8419,100.0,445.0,549.7,1354.75,1126.13,3.91,5.71,138.56,2211.7,8313.43,1.02,42.19,130.95,2387.76,8071.48,9.373,0.02,331,2212,100.0,10.49,6.3675
1,88,10.0051,0.25,100.0,489.05,604.81,1502.34,1313.57,10.52,15.49,394.36,2318.99,8764.02,1.26,45.58,371.13,2388.17,8124.1,8.6515,0.03,369,2319,100.0,28.53,17.0702
1,89,0.003,0.0,100.0,518.67,642.45,1595.38,1408.94,14.62,21.61,553.72,2388.14,9048.42,1.3,47.64,521.18,2388.11,8126.42,8.4479,0.03,393,2388,100.0,38.85,23.3359
1,90,35.0052,0.84,100.0,449.44,555.49,1352.53,1133.56,5.48,8.0,194.44,2222.74,8343.05,1.02,41.83,182.8,2387.86,8056.47,9.3206,0.02,336,2223,100.0,14.83,8.8882
1,91,42.0078,0.84,100.0,445.0,549.07,1353.96,1132.07,3.91,5.71,138.53,2211.69,8306.69,1.02,42.26,130.29,2387.75,8077.61,9.3657,0.02,328,2212,100.0,10.33,6.3964
1,92,42.0032,0.8417,100.0,445.0,550.0,1344.36,1128.14,3.91,5.72,138.68,2211.69,8312.39,1.02,42.03,130.32,2387.8,8078.08,9.3839,0.02,331,2212,100.0,10.54,6.3432
1,93,0.0011,0.0002,100.0,518.67,642.94,1587.24,1409.85,14.62,21.61,553.02,2388.18,9046.89,1.3,47.59,521.23,2388.14,8130.67,8.4455,0.03,393,2388,100.0,38.79,23.3301
1,94,24.9986,0.6206,60.0,462.54,536.87,1263.13,1047.29,7.05,9.02,175.68,1915.17,7993.29,0.94,36.73,164.12,2028.05,7863.34,10.9107,0.02,308,1915,84.93,14.32,8.5171
1,95,0.0021,0.002,100.0,518.67,642.27,1587.06,1408.12,14.62,21.61,553.3,2388.14,9045.18,1.3,47.6,521.92,2388.18,8126.07,8.4451,0.03,393,2388,100.0,38.74,23.3383
1,96,25.0039,0.6218,60.0,462.54,536.46,1259.6,1045.54,7.05,9.02,175.71,1915.2,8000.72,0.94,36.93,164.25,2028.05,7870.83,10.9204,0.02,307,1915,84.93,14.22,8.6558
1,97,0.0015,0.0,100.0,518.67,642.68,1598.75,1419.03,14.62,21.61,553.66,2388.16,9043.18,1.3,47.61,521.82,2388.17,8124.26,8.444,0.03,393,2388,100.0,38.86,23.2697
1,98,10.0007,0.25,100.0,489.05,605.14,1509.35,1304.29,10.52,15.5,394.04,2319.0,8770.65,1.26,45.53,371.31,2388.21,8119.81,8.6484,0.03,369,2319,100.0,28.49,17.0574
1,99,42.0055,0.84,100.0,445.0,549.32,1350.37,1124.42,3.91,5.72,138.27,2211.75,8319.29,1.02,42.02,130.53,2387.74,8073.19,9.3809,0.02,331,2212,100.0,10.57,6.3302
1,100,0.0017,0.0,100.0,518.67,642.83,1582.85,1410.2,14.62,21.61,553.97,2388.11,9052.68,1.3,47.53,520.98,2388.08,8131.13,8.4763,0.03,394,2388,100.0,38.78,23.2917
1,101,35.001,0.84,100.0,449.44,555.67,1365.85,1138.23,5.48,8.0,194.3,2222.76,8338.45,1.02,41.93,183.02,2387.91,8059.56,9.3247,0.02,334,2223,100.0,14.84,8.9682
1,102,10.0002,0.2516,100.0,489.05,605.16,1500.19,1303.3,10.52,15.49,394.57,2318.93,8773.85,1.26,45.54,371.55,2388.17,8119.65,8.6908,0.03,370,2319,100.0,28.64,17.1652
1,103,0.0027,0.0017,100.0,518.67,642.48,1585.22,1405.23,14.62,21.61,553.42,2388.11,9040.91,1.3,47.71,521.4,2388.11,8127.4,8.4297,0.03,391,2388,100.0,38.91,23.2385
1,104,0.0009,0.0001,100.0,518.67,642.57,1588.29,1412.59,14.62,21.61,553.0,2388.13,9046.44,1.3,47.37,522.22,2388.15,8122.89,8.4286,0.03,392,2388,100.0,38.83,23.3619
1,105,35.0043,0.8406,100.0,449.44,555.9,1361.89,1134.81,5.48,8.0,194.4,2222.79,8342.57,1.02,42.06,182.73,2387.84,8064.75,9.3355,0.02,336,2223,100.0,14.81,8.8494
1,106,0.0025,0.0,100.0,518.67,642.67,1588.51,1413.7,14.62,21.61,552.9,2388.17,9048.17,1.3,47.54,521.4,2388.11,8124.59,8.459,0.03,392,2388,100.0,38.85,23.2676
1,107,24.9997,0.62,60.0,462.54,536.89,1269.72,1047.12,7.05,9.02,175.62,1915.17,8002.08,0.94,36.73,164.4,2028.04,7867.4,10.9236,0.02,308,1915,84.93,14.26,8.5393
1,108,25.0033,0.6204,60.0,462.54,537.3,1264.93,1046.49,7.05,9.03,175.6,1915.2,8003.05,0.94,36.72,164.09,2028.13,7866.51,10.9192,0.02,309,1915,84.93,14.27,8.5453
1,109,42.0076,0.84,100.0,445.0,549.91,1354.71,1126.44,3.91,5.71,138.84,2211.73,8312.21,1.02,42.18,130.66,2387.81,8078.53,9.3696,0.02,330,2212,100.0,10.5,6.2574
1,110,20.0019,0.7018,100.0,491.19,607.79,1489.61,1254.26,9.35,13.66,333.99,2323.96,8719.56,1.08,44.41,314.87,2388.07,8052.82,9.2345,0.02,366,2324,100.0,24.46,14.7795
1,111,41.9983,0.8405,100.0,445.0,549.86,1350.56,1125.36,3.91,5.72,139.22,2211.68,8316.59,1.02,42.2,130.41,2387.74,8075.44,9.3817,0.02,330,2212,100.0,10.57,6.3195
1,112,42.0053,0.84,100.0,445.0,549.63,1352.66,1123.42,3.91,5.71,138.68,2211.63,8313.56,1.02,42.26,129.87,2387.74,8076.2,9.3909,0.02,330,2212,100.0,10.57,6.3409
1,113,20.0024,0.7,100.0,491.19,608.17,1486.9,1256.33,9.35,13.66,334.72,2324.01,8716.74,1.08,44.57,315.1,2388.07,8060.28,9.2477,0.02,365,2324,100.0,24.48,14.7431
1,114,35.0076,0.84,100.0,449.44,556.14,1363.64,1128.58,5.48,8.0,194.26,2222.82,8343.97,1.02,41.94,182.85,2387.89,8056.8,9.3279,0.02,336,2223,100.0,15.06,8.9064
1,115,42.0022,0.84,100.0,445.0,549.7,1350.61,1129.84,3.91,5.71,138.54,2211.73,8313.85,1.02,42.05,130.01,2387.73,8074.55,9.3835,0.02,331,2212,100.0,10.62,6.4321
1,116,25.0034,0.6215,60.0,462.54,536.71,1258.44,1049.78,7.05,9.03,175.32,1915.22,8003.87,0.94,36.76,164.82,2028.11,7869.74,10.8942,0.02,307,1915,84.93,14.4,8.4705
1,117,20.006,0.7007,100.0,491.19,607.03,1490.08,1252.25,9.35,13.66,334.83,2324.0,8730.67,1.08,44.48,314.76,2388.08,8050.2,9.2545,0.02,364,2324,100.0,24.26,14.6416
1,118,35.0063,0.8418,100.0,449.44,555.65,1368.04,1130.5,5.48,8.0,194.17,2222.82,8342.44,1.02,41.97,182.97,2387.94,8058.02,9.3326,0.02,334,2223,100.0,14.67,8.9439
1,119,35.0033,0.8416,100.0,449.44,555.77,1369.93,1133.47,5.48,8.0,194.09,2222.82,8344.23,1.02,41.9,183.36,2387.9,8055.71,9.3151,0.02,333,2223,100.0,14.93,8.8211
1,120,35.0031,0.8406,100.0,449.44,555.68,1371.91,1125.7,5.48,8.0,194.59,2222.8,8337.03,1.02,41.92,183.31,2387.9,8058.29,9.3388,0.02,333,2223,100.0,14.72,8.9095
1,121,35.0043,0.8414,100.0,449.44,556.3,1364.21,1129.81,5.48,8.0,194.01,2222.77,8337.43,1.02,41.89,183.45,2387.91,8056.23,9.3587,0.02,335,2223,100.0,14.85,8.8795
1,122,35.0014,0.84,100.0,449.44,555.67,1367.25,1129.68,5.48,8.0,194.05,2222.84,8337.76,1.02,42.13,183.26,2387.98,8058.49,9.3867,0.02,336,2223,100.0,14.73,8.818
1,123,10.0028,0.2508,100.0,489.05,605.4,1497.56,1313.81,10.52,15.5,394.76,2318.95,8770.28,1.26,45.49,371.66,2388.19,8119.29,8.7034,0.03,370,2319,100.0,28.6,17.126
1,124,25.0016,0.62,60.0,462.54,536.68,1253.33,1053.57,7.05,9.03,175.08,1915.23,8004.72,0.94,37.09,164.78,2028.11,7864.64,10.8926,0.02,307,1915,84.93,14.45,8.4992
1,125,19.9981,0.7004,100.0,491.19,607.25,1484.06,1253.06,9.35,13.66,334.19,2324.01,8728.46,1.08,44.45,314.92,2388.1,8054.81,9.2249,0.02,365,2324,100.0,24.67,14.7861
1,126,25.0044,0.62,60.0,462.54,537.19,1266.61,1052.87,7.05,9.03,175.47,1915.21,8007.56,0.94,36.91,164.46,2028.1,7865.87,10.9399,0.02,306,1915,84.93,14.3,8.5612
1,127,35.0068,0.8418,100.0,449.44,556.09,1360.66,1131.7,5.48,8.0,194.16,2222.82,8342.34,1.02,41.86,182.98,2387.9,8058.19,9.3612,0.02,336,2223,100.0,14.76,8.941
1,128,35.0049,0.8401,100.0,449.44,555.88,1364.89,1130.87,5.48,8.0,194.71,2222.82,8349.74,1.02,41.89,182.54,2387.89,8054.9,9.3137,0.02,332,2223,100.0,14.75,8.8642
